task,task_id,item_uid,trial_type,prompt,item,answer,response_alternatives,chance_level,prompt_phrase,prompt_image,full_prompt
trog,trog,trog_revpassive_cow_pushed_man,reversible passive,Touch the picture that shows...,the cow is pushed by the man,48-man-pushes-cow,"48-cow-pushes-man,48-sheep-pushes-cow,48-man-pushes-pram",0.25,the cow is pushed by the man,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
trog,trog,trog_inon_cup_in_box,in and on,Touch the picture that shows...,the cup is in the box,49-cup-in-box,"49-cup-on-box,49-box-in-cup,49-cup-beside-box",0.25,the cup is in the box,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
trog,trog,trog_inon_pencil_on_box,in and on,Touch the picture that shows...,the pencil is on the box,50-pencil-on-box,"50-pencil-under-box,50-pencil-in-box,50-pencil-beside-box",0.25,the pencil is on the box,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
trog,trog,trog_inon_circle_in_star,in and on,Touch the picture that shows...,the circle is in the star,51-circle-in-star,"51-star-in-circle,51-circle-beside-star,51-star-below-circle",0.25,the circle is in the star,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
trog,trog,trog_inon_fork_on_shoe,in and on,Touch the picture that shows...,the fork is on the shoe,52-fork-on-boot,"52-fork-beside-boot,52-fork-in-boot,52-fork-under-boot",0.25,the fork is on the shoe,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
trog,trog,trog_postmod_boy_chasing_horse_tall,postmodified subject,Touch the picture that shows...,the boy chasing the horse is tall,53-tall-boy-chases-horse,"53-horse-chases-tall-boy,53-horse-chases-boy,53-boy-chases-horse",0.25,the boy chasing the horse is tall,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
trog,trog,trog_postmod_pencil_on_shoe_blue,postmodified subject,Touch the picture that shows...,the pencil on the shoe is blue,54-blue-pencil-on-boot,"54-yellow-pencil-on-boot,54-boot-on-blue-pencil,54-boot-on-yellow-pencil",0.25,the pencil on the shoe is blue,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
trog,trog,trog_postmod_cow_chasing_cat_brown,postmodified subject,Touch the picture that shows...,the cow chasing the cat is brown,55-brown-cow-chase-white-cat,"55-brown-cat-chase-white-cow,55-white-cat-chase-brown-cow,55-white-cow-chase-brown-cat",0.25,the cow chasing the cat is brown,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
trog,trog,trog_postmod_circle_in_star_yellow,postmodified subject,Touch the picture that shows...,the circle in the star is yellow,56-yellow-circle-in-star,"56-green-star-below-circle,56-yellow-star-in-circle,56-star-beside-circle",0.25,the circle in the star is yellow,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
trog,trog,trog_xnoty_box_not_chair_red,X but not Y,Touch the picture that shows...,the box but not the chair is red,57-yellow-chair-red-box,"57-red-chair-red-box,57-red-chair-yellow-box,57-yellow-chair-yellow-box",0.25,the box but not the chair is red,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
trog,trog,trog_xnoty_cat_big_not_black,X but not Y,Touch the picture that shows...,the cat is big but not black,58-big-white-cat,"58-big-black-cat,58-little-white-cat,58-little-black-cat",0.25,the cat is big but not black,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
trog,trog,trog_xnoty_horse_not_boy_stand,X but not Y,Touch the picture that shows...,the horse but not the boy is standing,59-boy-jumps-horse-stands,"59-horse-and-boy-jump,59-horse-and-boy-stand,59-horse-jumps-boy-stands",0.25,the horse but not the boy is standing,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
trog,trog,trog_xnoty_boy_sit_not_eat,X but not Y,Touch the picture that shows...,the boy is sitting but not eating,60-sitting-boy,"60-sitting-person-banana,60-standing-woman,60-standing-man-banana",0.25,the boy is sitting but not eating,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
trog,trog,trog_abovebelow_pencil_above_flower,above and below,Touch the picture that shows...,the pencil is above the flower,61-pencil-above-flower,"61-pencil-beside-flower,61-flower-above-pencil,61-flower-behind-pencil",0.25,the pencil is above the flower,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
trog,trog,trog_abovebelow_comb_below_spoon,above and below,Touch the picture that shows...,the comb is below the spoon,62-green-comb-below-spoon,"62-yellow-comb-beside-spoon,62-yellow-comb-above-spoon,62-red-comb-beside-spoon",0.25,the comb is below the spoon,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
trog,trog,trog_abovebelow_star_above_circle,above and below,Touch the picture that shows...,the star is above the circle,63-star-above-circle,"63-purple-star-beside-circle,63-small-star-beside-circle,63-star-below-circle",0.25,the star is above the circle,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
trog,trog,trog_abovebelow_square_below_star,above and below,Touch the picture that shows...,the square is below the star,64-square-below-star,"64-square-above-star,64-square-beside-star,64-square-beside-star2",0.25,the square is below the star,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
trog,trog,trog_notonly_notonly_bird_flower_blue,not only X but also Y,Touch the picture that shows...,not only the bird but also the flower is blue,65-bird-blue-flower-blue,"65-bird-blue-flower-white,65-bird-white-flower-blue,65-bird-white-flower-white",0.25,not only the bird but also the flower is blue,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
trog,trog,trog_notonly_box_notonly_big_blue,not only X but also Y,Touch the picture that shows...,the box is not only big but also blue,66-big-blue-box,"66-big-pink-box,66-small-blue-box,66-small-pink-box",0.25,the box is not only big but also blue,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
trog,trog,trog_notonly_notonly_girl_cat_sit,not only X but also Y,Touch the picture that shows...,not only the girl but also the cat is sitting,67-girl-cat-sitting,"67-girl-cat-stand,67-girl-point-cat,67-girl-sit-cat-stand",0.25,not only the girl but also the cat is sitting,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
trog,trog,trog_notonly_girl_notonly_food_drink,not only X but also Y,Touch the picture that shows...,the girl has not only food but also a drink,68-banana-and-juice,"68-drink-juice,68-eat-banana,68-hands-in-pockets",0.25,the girl has not only food but also a drink,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
trog,trog,trog_relclause_pencil_on_book_that_yellow,relative clause,Touch the picture that shows...,the pencil is on the book that is yellow,69-pencil-on-yellow-book,"69-pencil-on-red-book,69-red-book-on-pencil,69-yellow-book-on-pencil",0.25,the pencil is on the book that is yellow,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
trog,trog,trog_relclause_girl_chase_dog_that_big,relative clause,Touch the picture that shows...,the girl chases the dog that is big,70-girl-chases-big-dog,"70-dog-chases-girl,70-girl-chases-small-dog,70-girl-chases-small-dog2",0.25,the girl chases the dog that is big,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
trog,trog,trog_relclause_square_in_star_that_blue,relative clause,Touch the picture that shows...,the square is in the star that is blue,71-yellow-square-in-star,"71-star-in-blue-square,71-blue-star-in-square,71-blue-square-in-star",0.25,the square is in the star that is blue,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
trog,trog,trog_relclause_dog_chase_horse_that_brown,relative clause,Touch the picture that shows...,the dog chases the horse that is brown,72-white-dog-chase-brown-horse,"72-white-horse-chase-brown-dog,72-brown-horse-chase-white-dog,72-brown-dog-chase-white-horse",0.25,the dog chases the horse that is brown,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
trog,trog,trog_neither_dog_nor_ball_brown,neither X nor Y,Touch the picture that shows...,neither the dog nor the ball is brown,73-white-dog-white-ball,"73-brown-ball-brown-dog,73-brown-dog-white-ball,73-white-dog-brown-ball",0.25,neither the dog nor the ball is brown,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
trog,trog,trog_neither_pencil_long_nor_red,neither X nor Y,Touch the picture that shows...,the pencil is neither long nor red,74-short-green-pencil,"74-long-red-pencil,74-long-green-pencil,74-short-red-pencil",0.25,the pencil is neither long nor red,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
trog,trog,trog_neither_boy_nor_horse_run,neither X nor Y,Touch the picture that shows...,neither the boy nor the horse is running,75-boy-before-horse,"75-girl-chases-horse,75-boy-chases-horse,75-boy-behind-horse",0.25,neither the boy nor the horse is running,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
trog,trog,trog_neither_boy_hat_nor_shoe,neither X nor Y,Touch the picture that shows...,the boy has neither hat nor shoes,76-no-hat-no-shoes,"76-shoes-no-hat,76-hat-and-shoes,76-hat-no-shoes",0.25,the boy has neither hat nor shoes,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
trog,trog,trog_embedding_book_pencil_on_red,embedded sentence,Touch the picture that shows...,the book the pencil is on is red,77-pencil-on-red-book,"77-red-book-on-pencil,77-yellow-book-on-pencil,77-pencil-on-yellow-book",0.25,the book the pencil is on is red,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
trog,trog,trog_embedding_cat_cow_chase_black,embedded sentence,Touch the picture that shows...,the cat the cow chases is black,78-white-cow-chase-black-cat,"78-white-cat-chase-black-cow,78-black-cat-chase-white-cow,78-black-cow-chase-white-cat",0.25,the cat the cow chases is black,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
trog,trog,trog_embedding_circle_star_in_red,embedded sentence,Touch the picture that shows...,the circle the star is in is red,79-star-in-red-circle,"79-red-circle-in-star,79-star-below-red-circle,79-star-beside-circle",0.25,the circle the star is in is red,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
trog,trog,trog_embedding_boy_dog_chase_big,embedded sentence,Touch the picture that shows...,the boy the dog chases is big,80-dog-chases-tall-boy,"80-small-boy-chases-dog,80-tall-boy-chases-dog,80-dog-chases-small-boy",0.25,the boy the dog chases is big,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
trog,trog,trog_additive_hose_drink_sheep_eat,additive,Touch the picture that shows...,the horse drank water by the barn and the sheep ate grass by the fence,81-horse-water-barn-sheep-grass,"81-horse-sheep-water-barn,81-horse-sheep-grass,81-sheep-water",0.25,the horse drank water by the barn and the sheep ate grass by the fence,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
trog,trog,trog_temporal_student_open_notebook_draw_tree,temporal,Touch the picture that shows...,the student opened the notebook and drew a tree,82-notebook-tree,"82-paper-tree,82-notebook-writing,82-desk",0.25,the student opened the notebook and drew a tree,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
trog,trog,trog_conditional_we_picnic_if_park_sunny,conditional,Touch the picture that shows...,we will have a picnic in the park if it is sunny,83-picnic-sunny-park,"83-picnic-park-rainy,83-picnic-island-rainy,83-picnic-island-sunny",0.25,we will have a picnic in the park if it is sunny,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
trog,trog,trog_prepphrase_he_find_under_couch,prepositional phrase,Touch the picture that shows...,he found his keys under the couch with the pillows,84-keys-under-couch-pillows,"84-keys-under-couch-no-pillows,84-keys-on-couch,84-keys-on-couch-pillows",0.25,he found his keys under the couch with the pillows,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
trog,trog,trog_depclause_she_gardener_wear_hat_flower,dependent clause,Touch the picture that shows...,she is the gardener who wears the hat that has a flower,85-gardener-flower-hat-on,"85-gardener-hat,85-gardener-flower-hat-off,85-gardener-flower-hat-off2",0.25,she is the gardener who wears the hat that has a flower,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
trog,trog,trog_causal_she_trip_rock_drop_book,causal,Touch the picture that shows...,She tripped on a rock and dropped her books.,86-trip-drop-books,"86-no-trip,86-drop-books,86-trip-rock",0.25,she tripped on a rock and dropped her books,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
trog,trog,trog_conditional_teacher_give_if_stand_line,conditional,Touch the picture that shows...,The teacher will give the students cake if they stand in a line.,87-woman-serves-girl-cake,"87-woman-serves-girl-cake-no-line,87-girl-serves-woman-cake,87-girl-serves-woman-cake-no-line",0.25,the teacher will give the students cake if they stand in a line,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
trog,trog,trog_conditional_we_dance_if_music_play,conditional,Touch the picture that shows...,We will dance together if there is music playing.,88-play-guitar-dance,"88-play-guitars-dance,88-carry-guitar-guy-dances,88-carry-guitar-dance",0.25,we will dance together if there is music playing,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
trog,trog,trog_disjunctive_although_hot_i_wear,disjunctive,Touch the picture that shows...,"Although it is hot outside, I am wearing a jacket with a hood.",89-hoodie-island,"89-hoodie-snow,89-island,89-snow",0.25,"although it is hot outside, i am wearing a jacket with a hood",NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
trog,trog,trog_disjunctive_he_like_however_choose,disjunctive,Touch the picture that shows...,"He likes swimming, however, he chose to play soccer with his friends.",90-they-play-soccer,"90-they-swim,90-he-swims,90-he-plays-soccer",0.25,"he likes swimming, however, he chose to play soccer with his friends",NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
trog,trog,trog_disjunctive_despite_noise_she_focus,disjunctive,Touch the picture that shows...,"Despite the noise in the classroom, she focused on reading her notebook.",91-throws-plane-reads,"91-read-write,91-they-write,91-throws-plane-writes",0.25,"despite the noise in the classroom, she focused on reading her notebook",NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
trog,trog,trog_disjunctive_he_wear_despite_size,disjunctive,Touch the picture that shows...,He wore the clown's hat despite its large size.,92-kid-large-hat,"92-clown-large-hat,92-clown-small-hat,92-kid-small-hat",0.25,he wore the clown's hat despite its large size,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
trog,trog,trog_postmod_duck_following_turtle_walking,post modified subject,Touch the picture that shows...,The duck following the turtle is walking across the bridge.,93-duck-on-bridge,"93-duck-behind-turtle,93-duck-turtle-on-bridge,93-turtle-behind-duck",0.25,the duck following the turtle is walking across the bridge,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
trog,trog,trog_gerund_bump_table_case_book_fall,gerund phrase,Touch the picture that shows...,Bumping the table with my foot caused a book to fall.,94-stub-toe-book-falls,"94-stub-toe,94-book-falls,94-trip-rock",0.25,bumping the table with my foot caused a book to fall,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
trog,trog,trog_relclause_person_chase_dog_that_big,relative clause,Touch the picture that shows...,The person chases the dog that is big.,95-boy-chase-large-dog,"95-boy-chase-small-dog,95-large-dog-chase-boy,95-small-dog-chase-boy",0.25,the person chases the dog that is big,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
trog,trog,trog_revpassrelclause_girl_wearing_backpack_shown_flower,reversible passive; relative clause,Touch the picture that shows...,The girl wearing a backpack was shown a flower by her friend.,96-short-girl-wear-backpack,"96-both-girls-hold-backpacks,96-tall-girl-holds-backpack-and-flower,96-tall-girl-holds-flower-wears-backpack",0.25,the girl wearing a backpack was shown a flower by her friend,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
trog,trog,trog_conjcoord_kid_clean_but_forget,advanced conjunction coordinating,Touch the picture that shows...,"The kids cleaned the room, but forgot to put away the train.",97-train-on-rug,"97-empty-rug,97-empty-shelf,97-train-on-shelf",0.25,"the kids cleaned the room, but forgot to put away the train",NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
trog,trog,trog_conjcoord_monkey_eat_nor_swing,advanced conjunction coordinating,Touch the picture that shows...,The monkey neither ate the spotted banana nor swung on the vine.,98-not-eat-not-swing,"98-eat-and-swing,98-eat-not-swing,98-swing-not-eat",0.25,the monkey neither ate the spotted banana nor swung on the vine,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
trog,trog,trog_conjcoord_say_sunny_however_rain,advanced conjunction coordinating,Touch the picture that shows...,"Her mom said it would be sunny. However, it rained heavily",99-rainy,"99-rainy-sun,99-stormy,99-sunny",0.25,"her mom said it would be sunny however, it rained heavily",NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
trog,trog,trog_preploc_plane_gray_above_cloud,advanced preposition location,Touch the picture that shows...,The plane that is gray is above the clouds.,100-gray-plane-over-clouds,"100-gray-plane-under-clouds,100-white-plane-over-clouds,100-white-plane-under-clouds",0.25,the plane that is gray is above the clouds,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
trog,trog,trog_preploc_fish_swim_beneath_whale,advanced preposition location,Touch the picture that shows...,The fish swim beneath a whale and a sea turtle.,101-whale-between-fish-turtle,"101-whale-above-fish-turtle,101-whale-behind-fish-turtle,101-whale-below-fish-turtle",0.25,the fish swim beneath a whale and a sea turtle,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
trog,trog,trog_preploc_car_truck_follow_drive,advanced preposition direction,Touch the picture that shows...,The car that the truck followed is driving toward the tunnel.,102-car-truck-into-tunnel,"102-car-into-tunnel,102-car-out-of-tunnel,102-car-truck-out-of-tunnel",0.25,the car that the truck followed is driving toward the tunnel,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
trog,trog,trog_compprepcond_instead_homework_she_do_puzzle,compound preposition condition,Touch the picture that shows...,Instead of doing homework she did a puzzle in her room.,103-puzzle-floor,"103-homework-desk-puzzle,103-homework-desk,103-puzzle-desk",0.25,instead of doing homework she did a puzzle in her room,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__acorn,test,NA,acorn,acorn,"coconut,key,clothesline",0.25,acorn,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__aloe,test,NA,aloe,aloe,"bracket,cactus,banner",0.25,aloe,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__antenna,test,NA,antenna,antenna,"pinecone,stem,backgammon",0.25,antenna,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__artichoke,test,NA,artichoke,artichoke,"leek,sunroof,cello",0.25,artichoke,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__bamboo,test,NA,bamboo,bamboo,"lumber,yacht,apron",0.25,bamboo,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__barrel,test,NA,barrel,barrel,"bucket,shelf,anteater",0.25,barrel,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__blender,test,NA,blender,blender,"blind,mailbox,trampoline",0.25,blender,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__blower,test,NA,blower,blower,"buggy,burner,papaya",0.25,blower,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__bouquet,test,NA,bouquet,bouquet,"bandanna,centerpiece,submarine",0.25,bouquet,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__buffet,test,NA,buffet,buffet,"counter,crib,rhubarb",0.25,buffet,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__bulldozer,test,NA,bulldozer,bulldozer,"orange,tractor,eggplant",0.25,bulldozer,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__cake,test,NA,cake,cake,"dessert,refrigerator,battery",0.25,cake,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__caramel,test,NA,caramel,caramel,"amber,olive,warthog",0.25,caramel,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__carousel,test,NA,carousel,carousel,"carriage,dish,melon",0.25,carousel,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__carrot,test,NA,carrot,carrot,"phone,vegetable,bathtub",0.25,carrot,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__cassette,test,NA,cassette,cassette,"book,tape,hammock",0.25,cassette,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__cheese,test,NA,cheese,cheese,"butter,mud,hippopotamus",0.25,cheese,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__cloak,test,NA,cloak,cloak,"cinnamon,hood,jellyfish",0.25,cloak,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__clothespin,test,NA,clothespin,clothespin,"toothpick,volleyball,fondue",0.25,clothespin,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__coaster,test,NA,coaster,coaster,"card,painting,hummingbird",0.25,coaster,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__cork,test,NA,cork,cork,"jersey,skateboard,mascara",0.25,cork,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__cornbread,test,NA,cornbread,cornbread,"corn,wreath,organ",0.25,cornbread,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__corset,test,NA,corset,corset,"harness,mantle,bonsai",0.25,corset,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__dumpling,test,NA,dumpling,dumpling,"meatball,rocket,coyote",0.25,dumpling,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__elbow,test,NA,elbow,elbow,"arm,bed,gorilla",0.25,elbow,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__fan,test,NA,fan,fan,"album,boulder,chipmunk",0.25,fan,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__foam,test,NA,foam,foam,"float,quilt,asparagus",0.25,foam,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__footbath,test,NA,footbath,footbath,"trough,vest,rhinoceros",0.25,footbath,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__fruitcake,test,NA,fruitcake,fruitcake,"dough,fudge,anvil",0.25,fruitcake,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__gutter,test,NA,gutter,gutter,"almond,filter,porthole",0.25,gutter,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__hamster,test,NA,hamster,hamster,"rabbit,tadpole,skirt",0.25,hamster,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__hedgehog,test,NA,hedgehog,hedgehog,"iguana,owl,dumbwaiter",0.25,hedgehog,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__hoe,test,NA,hoe,hoe,"dustpan,peg,beaker",0.25,hoe,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__hopscotch,test,NA,hopscotch,hopscotch,"chalk,funnel,jug",0.25,hopscotch,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
